MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,LotConfig,LandSlope,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitchen,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MiscFeature,SalePrice
RL,,11423,Pave,Reg,AllPub,Inside,Gtl,8,2001,2002,Gable,Gd,PConc,Gd,1581.0,GasA,Ex,Y,SBrkr,1601,0,1601,1.0,0.0,2,0,3,1,Gd,6,1,TA,Attchd,2.0,TA,180,0,0,0,,MnPrv,Shed,272000.0
RL,85.0,14601,Pave,Reg,AllPub,Inside,Gtl,9,2006,2006,Hip,Ex,PConc,Ex,1838.0,GasA,Ex,Y,SBrkr,1838,0,1838,1.0,0.0,2,0,2,1,Ex,8,1,Gd,Attchd,3.0,TA,270,68,0,0,,,,315000.0
RL,,11000,Pave,Reg,AllPub,FR2,Gtl,8,2000,2000,Gable,Gd,PConc,Gd,969.0,GasA,Ex,Y,SBrkr,997,1288,2285,0.0,0.0,2,1,4,1,Gd,8,1,TA,BuiltIn,3.0,TA,0,56,0,0,,,,248000.0
RL,78.0,10140,Pave,Reg,AllPub,Inside,Gtl,7,1998,1999,Hip,Gd,PConc,Ex,1650.0,GasA,Ex,Y,SBrkr,1680,0,1680,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,2.0,TA,78,73,0,0,,,,213250.0
RH,34.0,4058,Pave,Reg,AllPub,Inside,Gtl,7,1998,1998,Gable,TA,PConc,Gd,723.0,GasA,Ex,Y,SBrkr,767,0,767,1.0,0.0,1,0,1,1,TA,4,0,,Attchd,1.0,TA,120,40,0,0,,,,133000.0
RL,58.0,17104,Pave,IR1,AllPub,Inside,Gtl,7,2006,2006,Gable,Gd,PConc,Gd,654.0,GasA,Ex,Y,SBrkr,664,832,1496,1.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,2.0,TA,100,24,0,0,,,,179665.0
RL,,13837,Pave,IR1,AllPub,Corner,Gtl,7,1988,1988,Gable,Gd,PConc,Gd,1204.0,GasA,Gd,Y,SBrkr,1377,806,2183,0.0,0.0,2,1,4,1,Gd,9,0,,Attchd,3.0,TA,0,0,0,0,,,,229000.0
RL,70.0,8737,Pave,IR1,AllPub,Inside,Gtl,6,1923,1950,Gable,TA,BrkTil,Gd,1065.0,GasA,Ex,Y,FuseA,915,720,1635,0.0,0.0,1,1,3,1,TA,6,1,Gd,Detchd,2.0,TA,0,38,0,0,,,,210000.0
RL,54.0,7244,Pave,Reg,AllPub,Inside,Gtl,5,1970,1970,Gable,TA,CBlock,Gd,768.0,GasA,Ex,Y,SBrkr,768,0,768,1.0,0.0,1,0,2,1,TA,5,0,,Detchd,2.0,TA,104,0,0,0,,,,129500.0
RM,49.0,8235,Pave,IR1,AllPub,Inside,Gtl,5,1955,1995,Gable,TA,CBlock,TA,825.0,GasA,TA,Y,SBrkr,825,0,825,1.0,0.0,1,0,2,1,TA,4,0,,Detchd,2.0,TA,140,50,0,0,,MnPrv,,125000.0
FV,75.0,9375,Pave,Reg,AllPub,Inside,Gtl,7,2003,2004,Gable,Gd,PConc,Gd,912.0,GasA,Ex,Y,SBrkr,912,1182,2094,0.0,0.0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2.0,TA,182,182,0,0,,,,263000.0
RL,53.0,4043,Pave,Reg,AllPub,Inside,Gtl,6,1977,1977,Gable,TA,CBlock,Gd,1069.0,GasA,TA,Y,SBrkr,1069,0,1069,0.0,0.0,2,0,2,1,TA,4,0,,Attchd,2.0,TA,0,55,0,0,,,,140000.0
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,5,1957,1957,Hip,TA,CBlock,TA,928.0,GasA,Gd,Y,FuseA,928,0,928,0.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,112500.0
RL,87.0,11146,Pave,IR1,AllPub,Inside,Gtl,8,2006,2006,Gable,Gd,PConc,Ex,1709.0,GasA,Ex,Y,SBrkr,1717,0,1717,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,3.0,TA,169,39,0,0,,,,255500.0
RL,67.0,8777,Pave,Reg,AllPub,Inside,Gtl,4,1949,2003,Gable,TA,CBlock,,0.0,GasA,Ex,Y,SBrkr,1126,0,1126,0.0,0.0,2,0,2,1,Gd,5,0,,Detchd,2.0,TA,0,96,0,0,,MnPrv,,108000.0
RL,85.0,10625,Pave,Reg,AllPub,Inside,Gtl,7,2003,2004,Gable,Gd,PConc,Gd,998.0,GasA,Ex,Y,SBrkr,1006,1040,2046,1.0,0.0,2,1,3,1,Gd,8,1,Gd,BuiltIn,3.0,TA,320,62,0,0,,,,284000.0
RM,58.0,6380,Pave,Reg,AllPub,Inside,Gtl,5,1922,1950,Gable,TA,BrkTil,TA,993.0,GasA,TA,Y,FuseA,1048,0,1048,0.0,0.0,1,0,2,1,TA,5,1,Gd,Detchd,1.0,TA,0,0,116,0,,,,113000.0
RL,69.0,14850,Pave,IR1,AllPub,Inside,Gtl,5,1957,1957,Gable,TA,CBlock,TA,1092.0,GasA,TA,Y,FuseA,1092,0,1092,1.0,0.0,1,0,2,1,TA,6,1,TA,Attchd,1.0,TA,268,0,0,0,,MnWw,,141000.0
C (all),60.0,11040,Pave,Reg,AllPub,Inside,Mod,4,1920,1950,Gable,TA,CBlock,TA,637.0,GasA,Gd,Y,SBrkr,897,439,1336,0.0,0.0,1,1,3,1,TA,7,0,,CarPort,1.0,TA,0,47,120,0,,,,108000.0
RL,57.0,21872,Pave,IR2,AllPub,FR2,Gtl,7,1996,1997,Gable,TA,PConc,Gd,729.0,GasA,Ex,Y,SBrkr,729,717,1446,0.0,1.0,2,1,3,1,TA,6,1,TA,Attchd,2.0,TA,264,22,0,0,,,,175000.0
RL,,3196,Pave,Reg,AllPub,Inside,Gtl,7,2003,2004,Gable,Gd,PConc,Gd,1374.0,GasA,Ex,Y,SBrkr,1557,0,1557,0.0,0.0,2,0,2,1,Gd,7,1,TA,Attchd,2.0,TA,143,20,0,0,,,,234000.0
RL,,11341,Pave,IR1,AllPub,Inside,Gtl,5,1957,1996,Hip,TA,CBlock,Gd,1392.0,GasA,TA,Y,SBrkr,1392,0,1392,1.0,0.0,1,1,3,1,TA,5,1,Gd,Detchd,2.0,TA,0,0,0,0,,,,121500.0
RL,77.0,10010,Pave,Reg,AllPub,Inside,Mod,5,1974,1975,Gable,TA,CBlock,Gd,1389.0,GasA,Gd,Y,SBrkr,1389,0,1389,1.0,0.0,1,0,2,1,TA,6,1,TA,Attchd,2.0,TA,240,38,0,0,,,,170000.0
RL,63.0,13907,Pave,Reg,AllPub,Inside,Gtl,5,1940,1969,Gable,TA,CBlock,TA,996.0,GasA,Ex,Y,SBrkr,996,0,996,1.0,0.0,1,0,3,1,TA,6,1,Gd,,0.0,,144,0,0,0,,,,108000.0
RL,66.0,21780,Pave,Reg,AllPub,Inside,Gtl,6,1918,1950,Gable,TA,BrkTil,Gd,1163.0,GasA,Ex,Y,SBrkr,1163,511,1674,0.0,0.0,2,0,4,1,TA,8,1,Gd,Detchd,2.0,TA,72,36,0,0,,,,185000.0
RL,,13346,Pave,IR1,AllPub,CulDSac,Gtl,7,1992,2000,Gable,Gd,PConc,Gd,1095.0,GasA,Ex,Y,SBrkr,1166,1129,2295,1.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,2.0,TA,0,40,0,0,,,,268000.0
RL,66.0,6858,Pave,Reg,AllPub,Corner,Gtl,6,1915,1950,Gable,TA,PConc,Gd,806.0,GasA,TA,N,FuseF,841,806,1647,1.0,0.0,1,1,4,1,Fa,6,0,,Detchd,1.0,TA,0,66,136,0,,,,128000.0
RL,77.0,11198,Pave,IR1,AllPub,Inside,Gtl,9,2005,2007,Hip,Gd,PConc,Gd,1122.0,GasA,Ex,Y,SBrkr,1134,1370,2504,0.0,0.0,2,1,4,1,Ex,11,1,Gd,BuiltIn,3.0,TA,144,39,0,0,,,,325000.0
RL,70.0,10171,Pave,IR1,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,1517.0,GasA,Ex,Y,SBrkr,1535,0,1535,0.0,0.0,2,0,3,1,Gd,7,0,,Attchd,2.0,TA,0,0,0,0,,,,214000.0
RL,79.0,12327,Pave,IR1,AllPub,Inside,Mod,8,1983,2009,Gable,Gd,CBlock,Gd,1496.0,GasA,Ex,Y,SBrkr,1496,636,2132,1.0,0.0,1,1,1,1,Gd,5,1,Gd,BuiltIn,2.0,Gd,349,40,0,0,,,,316600.0
RL,,7032,Pave,IR1,AllPub,Corner,Gtl,5,1979,1979,Gable,TA,CBlock,Gd,943.0,GasA,TA,Y,SBrkr,943,0,943,1.0,0.0,1,0,2,1,TA,4,2,TA,Detchd,2.0,TA,42,0,0,0,,,,135960.0
RL,74.0,13101,Pave,IR1,AllPub,Inside,Gtl,5,1965,1965,Gable,TA,CBlock,TA,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,0.0,0.0,2,0,6,2,TA,10,0,,Detchd,2.0,TA,0,0,0,0,,,,142600.0
RL,60.0,7332,Pave,Reg,AllPub,Inside,Gtl,6,1959,1959,Gable,TA,CBlock,TA,864.0,GasA,Ex,Y,SBrkr,864,0,864,1.0,0.0,1,0,2,1,Gd,4,0,,Attchd,1.0,TA,168,0,0,0,,,,120000.0
RL,83.0,13159,Pave,IR1,AllPub,Corner,Gtl,7,2009,2009,Gable,TA,PConc,Ex,846.0,GasA,Gd,Y,SBrkr,846,846,1692,0.0,0.0,2,1,3,1,Gd,6,0,,Attchd,2.0,TA,208,114,0,0,,,,224500.0
RL,76.0,9967,Pave,IR1,AllPub,Inside,Gtl,7,2000,2000,Gable,TA,PConc,Gd,384.0,GasA,Ex,Y,SBrkr,774,656,1430,0.0,0.0,2,1,3,1,TA,8,1,TA,BuiltIn,2.0,TA,100,0,0,0,,,,170000.0
RL,70.0,10500,Pave,Reg,AllPub,FR2,Gtl,5,1971,2005,Gambrel,TA,CBlock,TA,372.0,GasA,TA,Y,SBrkr,576,533,1109,0.0,1.0,1,0,3,1,TA,5,0,,BuiltIn,1.0,TA,35,0,0,0,,GdWo,,139000.0
RL,80.0,8480,Pave,Reg,AllPub,Inside,Gtl,5,1947,1950,Gable,TA,CBlock,TA,832.0,GasA,TA,Y,SBrkr,832,384,1216,0.0,0.0,1,0,2,1,TA,6,0,,Detchd,1.0,TA,158,0,102,0,,,,118500.0
RL,52.0,6292,Pave,Reg,AllPub,Inside,Gtl,7,1928,1950,Gable,TA,BrkTil,TA,861.0,GasA,Gd,Y,SBrkr,877,600,1477,0.0,1.0,2,0,3,1,TA,6,1,Gd,Detchd,1.0,TA,0,50,0,0,,,,145000.0
RL,96.0,11777,Pave,IR1,AllPub,Inside,Gtl,5,1966,1966,Gable,TA,CBlock,TA,1164.0,GasA,Ex,Y,SBrkr,1320,0,1320,1.0,0.0,1,0,3,1,TA,6,2,Fa,Attchd,2.0,TA,160,68,240,0,,,,164500.0
FV,34.0,3604,Pave,Reg,AllPub,Corner,Gtl,7,2007,2007,Gable,Gd,PConc,Gd,689.0,GasA,Ex,Y,SBrkr,703,689,1392,0.0,0.0,2,0,2,1,Gd,5,0,,Detchd,2.0,TA,0,102,0,0,,,,146000.0
RM,81.0,12150,Pave,Reg,AllPub,Inside,Gtl,5,1954,1954,Gable,TA,BrkTil,TA,1050.0,GasA,Ex,N,FuseF,1050,745,1795,0.0,0.0,2,0,4,1,TA,7,0,,Attchd,1.0,Fa,0,0,0,0,,,,131500.0
RL,,14585,Pave,IR1,AllPub,CulDSac,Gtl,6,1960,1987,Gable,TA,CBlock,TA,1144.0,GasA,Ex,Y,SBrkr,1429,0,1429,0.0,1.0,1,0,3,1,Gd,7,2,Gd,Attchd,2.0,TA,216,110,0,0,,,,181900.0
RL,98.0,12704,Pave,Reg,AllPub,Inside,Gtl,8,2008,2009,Hip,Ex,PConc,Ex,2042.0,GasA,Ex,Y,SBrkr,2042,0,2042,0.0,0.0,2,1,3,1,Ex,8,1,Gd,Attchd,3.0,TA,0,90,0,0,,,,253293.0
RL,81.0,11841,Grvl,Reg,AllPub,Inside,Gtl,6,1990,1990,Gable,TA,CBlock,Gd,816.0,GasA,TA,Y,SBrkr,816,0,816,1.0,0.0,1,0,3,1,TA,5,0,,,0.0,,0,32,0,0,,,,118500.0
RM,75.0,13500,Pave,Reg,AllPub,Inside,Gtl,10,1893,2000,Gable,Ex,BrkTil,TA,1237.0,GasA,Gd,Y,SBrkr,1521,1254,2775,0.0,0.0,3,1,3,1,Gd,9,1,Gd,Detchd,2.0,Gd,105,502,0,0,,,,325000.0
RM,51.0,6120,Pave,Reg,AllPub,Inside,Gtl,4,1935,1995,Gable,TA,BrkTil,TA,884.0,GasA,Ex,Y,SBrkr,989,584,1573,0.0,0.0,1,0,3,1,Gd,6,0,,Detchd,1.0,TA,0,0,54,0,,,,133000.0
RL,88.0,11443,Pave,Reg,AllPub,Inside,Gtl,8,2005,2006,Hip,Gd,PConc,Ex,1868.0,GasA,Ex,Y,SBrkr,2028,0,2028,1.0,0.0,2,0,2,1,Gd,7,2,Gd,Attchd,3.0,TA,326,66,0,0,,,,369900.0
RL,55.0,10267,Pave,Reg,AllPub,Inside,Gtl,6,1918,2000,Gable,TA,BrkTil,TA,816.0,GasA,Ex,Y,SBrkr,838,0,838,1.0,0.0,1,0,2,1,Fa,5,0,,Detchd,1.0,TA,0,0,112,0,,MnWw,,130000.0
RL,74.0,8740,Pave,IR1,AllPub,Inside,Gtl,5,1982,1982,Hip,TA,CBlock,TA,840.0,GasA,TA,Y,SBrkr,860,0,860,1.0,0.0,1,0,2,1,TA,4,0,,Detchd,2.0,TA,0,0,0,0,,,,137000.0
RL,65.0,25095,Pave,IR1,AllPub,Inside,Sev,5,1968,2003,Flat,TA,CBlock,TA,1437.0,GasA,Ex,Y,SBrkr,1473,0,1473,2.0,0.0,1,0,1,1,Ex,5,2,Gd,Attchd,1.0,TA,0,48,0,0,,,,143000.0
RM,50.0,9100,Pave,Reg,AllPub,Inside,Gtl,5,1930,1960,Gable,TA,BrkTil,TA,742.0,GasA,TA,Y,FuseA,779,0,935,0.0,0.0,1,0,2,1,TA,4,0,,Detchd,1.0,TA,0,0,0,0,,,Shed,79500.0
RL,64.0,8320,Pave,Reg,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,770.0,GasA,Ex,Y,SBrkr,770,812,1582,0.0,0.0,2,1,3,1,Gd,6,0,,Attchd,2.0,TA,0,45,0,0,,,,185900.0
RL,97.0,13478,Pave,IR1,AllPub,Corner,Gtl,10,2008,2008,Gable,Ex,PConc,Ex,1722.0,GasA,Ex,Y,SBrkr,1728,568,2296,1.0,0.0,2,1,3,1,Ex,10,1,Gd,BuiltIn,3.0,TA,382,274,0,0,,,,451950.0
RL,60.0,6600,Pave,Reg,AllPub,Inside,Gtl,5,1982,2003,Gable,TA,PConc,TA,816.0,GasA,Ex,Y,SBrkr,816,0,816,1.0,0.0,1,0,2,1,TA,4,0,,Detchd,2.0,TA,0,0,0,0,,,,138000.0
RM,,4435,Pave,Reg,AllPub,Inside,Gtl,6,2003,2003,Gable,Gd,PConc,Gd,848.0,GasA,Ex,Y,SBrkr,848,0,848,1.0,0.0,1,0,1,1,Gd,4,0,,Attchd,2.0,TA,140,0,0,0,,,,140000.0
RL,88.0,7990,Pave,IR1,AllPub,Inside,Gtl,5,1975,1975,Hip,TA,CBlock,Gd,924.0,GasA,TA,Y,SBrkr,924,0,924,0.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,0,0,0,0,,MnPrv,,110000.0
RL,69.0,11302,Pave,IR1,AllPub,Inside,Gtl,8,2005,2006,Gable,Gd,PConc,Gd,1814.0,GasA,Ex,Y,SBrkr,1826,0,1826,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,3.0,TA,180,75,0,0,,,,319000.0
RM,60.0,3600,Pave,Reg,AllPub,Inside,Gtl,6,1910,1993,Gable,TA,CBlock,TA,684.0,GasA,Ex,N,FuseA,684,684,1368,0.0,0.0,1,0,3,1,TA,7,0,,Detchd,1.0,TA,0,158,0,0,,,,114504.0
RL,53.0,3922,Pave,Reg,AllPub,Inside,Gtl,7,2006,2007,Gable,Gd,PConc,Ex,1258.0,GasA,Ex,Y,SBrkr,1402,0,1402,0.0,2.0,0,2,2,1,Gd,7,1,Gd,Attchd,3.0,TA,120,16,0,0,,,,194201.0
RL,80.0,12984,Pave,Reg,AllPub,Inside,Gtl,5,1977,1977,Gable,TA,CBlock,Gd,1430.0,GasA,Ex,Y,SBrkr,1647,0,1647,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,2.0,TA,0,0,0,0,,,,217500.0
RM,24.0,1950,Pave,Reg,AllPub,Inside,Gtl,6,1980,1980,Gable,TA,CBlock,Gd,716.0,GasA,TA,Y,SBrkr,716,840,1556,1.0,0.0,2,1,3,1,TA,6,1,TA,Attchd,2.0,TA,161,0,0,0,,GdPrv,,151000.0
RL,74.0,10927,Pave,Reg,AllPub,Inside,Gtl,8,2005,2005,Gable,Gd,PConc,Gd,1058.0,GasA,Ex,Y,SBrkr,1058,846,1904,1.0,0.0,2,1,3,1,Ex,8,1,Gd,BuiltIn,2.0,TA,179,60,0,0,,,,275000.0
RM,50.0,9000,Pave,Reg,AllPub,Inside,Gtl,6,1937,1950,Gable,TA,PConc,TA,780.0,GasA,TA,Y,SBrkr,780,595,1375,0.0,0.0,1,1,3,1,Gd,6,1,Gd,Detchd,1.0,TA,0,162,0,0,,,,141000.0
RL,80.0,10041,Pave,IR1,AllPub,Inside,Gtl,8,1992,1992,Gable,Gd,PConc,Gd,908.0,GasA,Ex,Y,SBrkr,927,988,1915,1.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,2.0,TA,120,150,0,0,,,,220000.0
FV,30.0,3182,Pave,Reg,AllPub,Inside,Gtl,7,2004,2005,Gable,Gd,PConc,Gd,600.0,GasA,Ex,Y,SBrkr,600,600,1200,0.0,0.0,2,1,2,1,Gd,4,0,,Detchd,2.0,TA,0,172,0,0,,,,151000.0
RL,88.0,12803,Pave,IR1,AllPub,Inside,Gtl,7,2002,2002,Gable,Gd,PConc,Gd,1494.0,GasA,Ex,Y,SBrkr,1494,0,1494,1.0,0.0,2,0,3,1,Gd,6,1,TA,Attchd,2.0,TA,192,36,0,0,,,,221000.0
RL,85.0,13600,Pave,Reg,AllPub,Inside,Gtl,7,1965,1990,Gable,TA,CBlock,TA,768.0,GasA,TA,Y,SBrkr,1186,800,1986,0.0,0.0,2,1,3,1,TA,7,3,Fa,Attchd,2.0,TA,0,42,0,0,,,,205000.0
RL,82.0,12464,Pave,IR2,AllPub,Corner,Mod,5,1996,1996,Gable,TA,PConc,Gd,1040.0,GasA,Gd,Y,SBrkr,1040,0,1040,1.0,0.0,1,0,3,1,Gd,6,0,,Detchd,2.0,TA,168,0,0,0,,GdPrv,,152000.0
RL,78.0,7800,Pave,Reg,AllPub,Inside,Mod,5,1948,2002,Gable,TA,CBlock,TA,896.0,GasA,Ex,Y,SBrkr,1112,896,2008,1.0,0.0,3,0,3,1,Ex,8,0,,Attchd,1.0,TA,103,0,0,0,,,,225000.0
RL,78.0,12168,Pave,Reg,AllPub,Inside,Mod,8,1934,1998,Gable,TA,PConc,Gd,965.0,GasA,TA,Y,SBrkr,1940,1254,3194,0.0,0.0,2,1,4,1,TA,10,2,Gd,Basment,2.0,TA,0,0,0,0,,,,359100.0
RL,61.0,7943,Pave,Reg,AllPub,Inside,Gtl,4,1961,1961,Gable,TA,CBlock,TA,1029.0,GasA,Gd,Y,SBrkr,1029,0,1029,1.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,64,0,39,0,,,,118500.0
RL,,11050,Pave,Reg,AllPub,Inside,Gtl,9,2000,2000,Hip,Gd,PConc,Ex,1440.0,GasA,Ex,Y,SBrkr,1476,677,2153,1.0,0.0,2,1,3,1,Ex,8,2,Ex,Attchd,3.0,TA,253,142,0,0,,,,313000.0
RL,,10395,Pave,IR1,AllPub,FR2,Gtl,6,1978,1978,Gable,TA,CBlock,Gd,1032.0,GasA,TA,Y,SBrkr,1032,0,1032,0.0,1.0,2,0,3,1,TA,6,1,TA,Attchd,2.0,TA,0,0,0,0,,MnPrv,Shed,148000.0
RL,,11885,Pave,Reg,AllPub,Inside,Gtl,8,2001,2001,Gable,Gd,PConc,Gd,1299.0,GasA,Ex,Y,SBrkr,1299,573,1872,1.0,0.0,2,1,3,1,Ex,7,1,TA,BuiltIn,2.0,TA,160,122,0,0,,,,261500.0
RL,70.0,8402,Pave,Reg,AllPub,Inside,Gtl,5,2007,2007,Gable,TA,PConc,Gd,1120.0,GasA,Ex,Y,SBrkr,1120,0,1120,0.0,0.0,1,0,3,1,TA,6,0,,,0.0,,0,30,0,0,,,,147000.0
RM,21.0,1491,Pave,Reg,AllPub,Inside,Gtl,4,1972,1972,Gable,TA,CBlock,Gd,630.0,GasA,Ex,Y,SBrkr,630,0,630,1.0,0.0,1,0,1,1,TA,3,0,,,0.0,,96,24,0,0,,,,75500.0
RL,80.0,8800,Pave,Reg,AllPub,Inside,Gtl,6,1963,1963,Gable,TA,PConc,TA,936.0,GasA,Ex,Y,SBrkr,1054,0,1054,1.0,0.0,1,0,3,1,Gd,6,0,,Attchd,2.0,TA,120,0,0,0,,MnPrv,,137500.0
RL,,7861,Pave,IR1,AllPub,Inside,Gtl,6,2002,2003,Gable,Gd,PConc,Gd,783.0,GasA,Ex,Y,SBrkr,807,702,1509,1.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,2.0,TA,100,75,0,0,,,,183200.0
RL,59.0,7227,Pave,Reg,AllPub,Corner,Mod,6,1954,1954,Gable,TA,CBlock,TA,832.0,GasA,Gd,Y,SBrkr,832,0,832,0.0,0.0,1,0,2,1,Gd,4,0,,Detchd,2.0,TA,0,0,0,0,,,,105500.0
RL,90.0,11694,Pave,Reg,AllPub,Inside,Gtl,9,2007,2007,Hip,Ex,PConc,Ex,1822.0,GasA,Ex,Y,SBrkr,1828,0,1828,0.0,0.0,2,0,3,1,Gd,9,1,Gd,Attchd,3.0,TA,0,108,0,0,,,,314813.0
RL,85.0,12244,Pave,Reg,AllPub,Inside,Gtl,8,2003,2003,Hip,Gd,PConc,Gd,1482.0,GasA,Ex,Y,SBrkr,1482,780,2262,1.0,0.0,2,1,4,1,Gd,10,2,Gd,Attchd,3.0,TA,168,0,0,0,,,,305000.0
RL,45.0,8248,Pave,Reg,AllPub,Inside,Gtl,3,1914,1950,Gable,TA,BrkTil,TA,864.0,GasA,TA,N,FuseF,864,0,864,1.0,0.0,1,0,2,1,TA,5,0,,,0.0,,0,0,100,0,,,,67000.0
RL,90.0,10800,Pave,Reg,AllPub,Inside,Gtl,6,1974,1997,Gable,TA,CBlock,TA,1522.0,GasA,TA,Y,SBrkr,1548,1066,2614,0.0,0.0,2,1,4,1,TA,9,1,TA,Attchd,2.0,TA,38,243,0,0,,,,240000.0
RL,71.0,7064,Pave,Reg,AllPub,Inside,Gtl,5,1977,1977,Gable,TA,CBlock,TA,980.0,GasA,TA,Y,SBrkr,980,0,980,0.0,0.0,1,0,3,1,TA,6,0,,Detchd,2.0,TA,192,0,0,0,,,,135000.0
FV,,2117,Pave,Reg,AllPub,Inside,Gtl,6,2000,2000,Gable,Gd,PConc,Gd,756.0,GasA,Ex,Y,SBrkr,756,756,1512,0.0,0.0,2,1,2,1,Gd,4,1,TA,Detchd,2.0,TA,0,32,0,0,,,,168500.0
RL,80.0,10400,Pave,Reg,AllPub,Inside,Gtl,6,1972,1972,Gable,TA,CBlock,TA,732.0,GasA,Gd,Y,SBrkr,1012,778,1790,1.0,0.0,1,2,4,1,TA,8,1,TA,Attchd,2.0,TA,148,0,0,0,,,,165150.0
RL,87.0,10000,Pave,IR1,AllPub,Corner,Gtl,6,1962,1962,Hip,TA,CBlock,TA,1116.0,GasA,TA,Y,SBrkr,1116,0,1116,0.0,0.0,1,1,3,1,TA,5,0,,Attchd,2.0,TA,0,0,0,0,,,,160000.0
RL,,12342,Pave,IR1,AllPub,Inside,Gtl,5,1960,1978,Hip,TA,CBlock,TA,978.0,GasA,TA,Y,SBrkr,1422,0,1422,0.0,0.0,1,0,3,1,TA,6,1,TA,Attchd,1.0,TA,0,0,36,0,,GdWo,Shed,139900.0
RL,80.0,9600,Pave,Reg,AllPub,Inside,Gtl,6,1955,1972,Gable,TA,CBlock,TA,1156.0,GasA,Ex,Y,SBrkr,1520,0,1520,1.0,0.0,1,0,3,1,TA,7,2,Gd,Basment,1.0,TA,0,0,189,0,,,,153000.0
RL,70.0,11606,Pave,IR1,AllPub,Inside,Sev,5,1969,1969,Gable,TA,PConc,Gd,1040.0,GasA,TA,Y,SBrkr,1040,1040,2080,0.0,1.0,1,2,5,1,Fa,9,2,TA,Attchd,2.0,TA,335,0,0,0,,,,135000.0
RL,82.0,9020,Pave,Reg,AllPub,Corner,Gtl,6,1964,1964,Gable,TA,CBlock,TA,1248.0,GasA,TA,Y,SBrkr,1350,0,1350,1.0,0.0,1,1,3,1,TA,6,0,,Attchd,2.0,TA,176,0,0,0,,GdPrv,,168500.0
RM,50.0,9000,Pave,Reg,AllPub,Corner,Gtl,5,1880,1991,Gable,TA,BrkTil,Fa,636.0,GasA,TA,Y,FuseA,1089,661,1750,0.0,0.0,1,0,3,1,Ex,8,0,,Detchd,1.0,Fa,0,0,293,0,,MnPrv,,124000.0
RL,34.0,4590,Pave,Reg,AllPub,Inside,Gtl,8,2006,2006,Gable,Gd,PConc,Gd,1554.0,GasA,Ex,Y,SBrkr,1554,0,1554,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2.0,TA,156,73,0,0,,,,209500.0
RL,85.0,11900,Pave,Reg,AllPub,Inside,Gtl,7,1977,1977,Hip,TA,CBlock,TA,1386.0,GasA,TA,Y,SBrkr,1411,0,1411,0.0,0.0,2,0,3,1,TA,6,1,TA,Attchd,2.0,TA,192,0,0,0,,,,82500.0
RL,80.0,9250,Pave,Reg,AllPub,Corner,Gtl,5,1954,2005,Gable,TA,CBlock,TA,1056.0,GasA,TA,Y,SBrkr,1056,0,1056,0.0,1.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,390,0,0,0,,,,139400.0
RL,64.0,6979,Pave,Reg,AllPub,Inside,Gtl,6,1980,1980,Gable,TA,CBlock,TA,1056.0,GasA,Gd,Y,SBrkr,1056,0,1056,2.0,0.0,0,0,0,2,TA,4,0,,Detchd,2.0,TA,264,56,0,0,,GdPrv,Shed,144000.0
RH,60.0,10896,Pave,Reg,AllPub,Inside,Gtl,6,1914,1995,Hip,Fa,CBlock,TA,1440.0,GasA,Ex,Y,FuseA,1440,1440,3395,0.0,0.0,2,0,8,2,Fa,14,0,,,0.0,,0,110,0,0,,,,200000.0
RM,51.0,6120,Pave,Reg,AllPub,Inside,Gtl,2,1936,1950,Gable,Fa,BrkTil,TA,264.0,Grav,Fa,N,FuseA,800,0,800,0.0,0.0,1,0,1,1,Fa,4,1,Po,,0.0,,0,0,0,0,,,,60000.0
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,5,1954,1954,Gable,TA,CBlock,TA,811.0,GasA,TA,Y,FuseA,811,576,1387,0.0,0.0,2,0,3,2,Gd,7,0,,BuiltIn,1.0,TA,0,0,0,0,,,,93000.0
